Record_Index,Provider_First_Name,Provider_Last_Name,Original_Practice_Name,Matching_Status,Matched_Practice_Name,Similarity_Score,Matched_NPI,Matched_Column,Associated_Provider,City,State,NPI-1_From_API,NPI-2_From_API
433,CHIRAG,TRIVEDI,"ARIZONA DIGESTIVE HEALTH, PC",Matched (Fuzzy),ALLIED DIGESTIVE HEALTH LLC,78,,medical group,,,,1013413020.0,1992981583.0
434,JENNIFER,EDWARDS,"NORTHERN NEVADA HIV OUTPATIENT PROGRAM, EDUCATION AND SERVICES",Not Matched,,0,,,,,,1033453303.0,1659792810.0
435,AMARDEEP,MAJHAIL,HEALTHCOSMOS MEDICAL GROUP LLC,Matched (Fuzzy),HEALTH ONE MEDICAL GROUP LLC,83,,medical group,,,,1043325483.0,1568131365.0
436,AMARDEEP,MAJHAIL,HEALTHCOSMOS MEDICAL GROUP LLC,Matched (Fuzzy),HEALTH ONE MEDICAL GROUP LLC,83,,medical group,,,,1043325483.0,1568131365.0
437,SHANNON,ZAMBONI,"DRS O'GARA, CAPURRO, & ZAMBONI, ET AL RALSTON MEDICAL LTD",Not Matched,,0,,,,,,1023005303.0,1881670313.0
438,MICHELLE,LIN,BACCHUS WAKEFIELD KAHAN PC,Matched (Exact),BACCHUS WAKEFIELD KAHAN PC,100,,medical group,,,,1568738383.0,1134628480.0
439,REBECCA,JONES,"IORA SENIOR HEALTH, LLC",Matched (Fuzzy),"SPIRE HEALTH, LLC",74,,medical group,,,,1255885620.0,1619376456.0
440,BASEL,SHOUA,ARIZONA ONCOLOGY ASSOCIATES PC,Matched (Fuzzy),"BRANDON GYNECOLOGY ASSOCIATES, P.A.",73,,medical group,,,,1003260662.0,1417345919.0
441,BASEL,SHOUA,ARIZONA ONCOLOGY ASSOCIATES PC,Matched (Fuzzy),"BRANDON GYNECOLOGY ASSOCIATES, P.A.",73,,medical group,,,,1003260662.0,1417345919.0
442,MARK,WALSH,"RASW, PC",Not Matched,,0,,,,,,1083316640.0,1407916992.0
443,ASHLEY,ARMBRUSTER,ASCENSION MEDICAL GROUP PROMED,Matched (Fuzzy),ASCENSION MEDICAL GROUP SACRED HEART,82,,medical group,,,,1053762211.0,1013926997.0
444,MICHAEL,PAPPER,"FLORIDA DIGESTIVE HEALTH SPECIALISTS, LLP",Matched (Fuzzy),"DERMATOLOGY HEALTH SPECIALISTS, PC",71,,medical group,,,,1053432104.0,1578385654.0
445,SEAN,HANSEN,,No Practice Name,,0,,,,,,1043638661.0,
446,GEORGE,STOUFFER,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,Not Matched,,0,,,,,,1003994286.0,1801054762.0
447,QUANG,NGUYEN,QUANG NGUYEN DO PLLC,Matched (Fuzzy),"Thang P. Nguyen, MD",76,1992729933.0,CompanyName,,Los Angeles,CA,1063778769.0,1558615716.0
448,AMARDEEP,MAJHAIL,HEALTHCOSMOS MEDICAL GROUP LLC,Matched (Fuzzy),HEALTH ONE MEDICAL GROUP LLC,83,,medical group,,,,1043325483.0,1568131365.0
449,RENE,PULIDO,EMED URGENT AND PRIMARY CARE INC,Matched (Fuzzy),GW PRIMARY AND URGENT CARE LLC,89,,medical group,,,,1033357553.0,1912219064.0
450,AMARDEEP,MAJHAIL,HEALTHCOSMOS MEDICAL GROUP LLC,Matched (Fuzzy),HEALTH ONE MEDICAL GROUP LLC,83,,medical group,,,,1043325483.0,1568131365.0
451,ANKUR,PATEL,SOUTHWEST KIDNEY INSTITUTE PHOENIX LLC,Matched (Fuzzy),"SOUTHWEST KIDNEY INSTITUTE, PLC",88,,medical group,,,,1235583956.0,1043645864.0
452,AMARDEEP,MAJHAIL,HEALTHCOSMOS MEDICAL GROUP LLC,Matched (Fuzzy),HEALTH ONE MEDICAL GROUP LLC,83,,medical group,,,,1043325483.0,1568131365.0
453,SHANNON,ZAMBONI,"DRS O'GARA, CAPURRO, & ZAMBONI, ET AL RALSTON MEDICAL LTD",Not Matched,,0,,,,,,1023005303.0,1881670313.0
454,HENRY,IGID,ALLISON CURTIS KINGSLEY MEOZ MICHAEL & SANCHEZ PC,Not Matched,,0,,,,,,1003182106.0,1598770471.0
455,ASHLEY,ARMBRUSTER,ASCENSION MEDICAL GROUP PROMED,Matched (Fuzzy),ASCENSION MEDICAL GROUP SACRED HEART,82,,medical group,,,,1053762211.0,1013926997.0
456,MATTHEW,GORDON,CARSON TAHOE PHYSICIAN CLINICS,Matched (Fuzzy),"CLINCH VALLEY PHYSICIANS ASSOCIATES, LLC",73,,medical group,,,,1265591382.0,1013297423.0
457,MICHAEL,DEPENBUSCH,,No Practice Name,,0,,,,,,1003897794.0,
458,SRILAKSHMI,SETTIPALLI,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,Matched (Fuzzy),NORTHERN APACHE COUNTY SPECIAL HEALTH CARE DISTRICT,78,,medical group,,,,1023305786.0,1003233180.0
459,SYLVIA,GUTIERREZ,ARIZONA HEALTH ADVANTAGE INC.,Matched (Fuzzy),"ADVANTAGE HOME CARE, INC.",75,,medical group,,,,1730641754.0,1982979555.0
460,JAMES,SCHMIDT,ARIZONA HEALTH ADVANTAGE INC.,Matched (Fuzzy),"ADVANTAGE HOME CARE, INC.",75,,medical group,,,,1578234365.0,1982979555.0
461,ADOLFO,ANCHONDO,EL PASO PULMONARY ASSOCIATION,Matched (Fuzzy),"PULMONARY ASSOCIATES, PA",88,,medical group,,,,1063410777.0,1568464550.0
462,LUIS,ASENCIO MAGDALENO,CARONDELET MEDICAL GROUP,Matched (Fuzzy),CLARET MEDICAL GROUP,86,,medical group,,,,,1659696821.0
463,AMARDEEP,MAJHAIL,HEALTHCOSMOS MEDICAL GROUP LLC,Matched (Fuzzy),HEALTH ONE MEDICAL GROUP LLC,83,,medical group,,,,1043325483.0,1568131365.0
464,LAUREN,RITTENBERG,CARONDELET MEDICAL GROUP,Matched (Fuzzy),CLARET MEDICAL GROUP,86,,medical group,,,,1013203959.0,1659696821.0
465,ALVARO,DEVIA,GOMEZ KOZAR MCELREATH AND SMITH PROFESSIONAL CORPORATION,Matched (Fuzzy),INAMDAR AND SHETH PROFESSIONAL MEDICAL CORPORATION,75,,medical group,,,,1063402477.0,1760409783.0
466,LIXIAN,ZOU,"AKDHC, LLC",Matched (Exact),"AKDHC, LLC",100,,medical group,,,,1053359737.0,1013198837.0
467,TRANG,NGUYEN,NKDHC RUDNITSKY PLLC,Not Matched,,0,,,,,,1598347619.0,1003297979.0
468,,HAVENWYCK HOSPITAL,HAVENWYCK HOSPITAL INC,Matched (Fuzzy),Winter Haven Hospital,79,1689832107.0,Secondary Hospital Affiliation,Riordan,Fort Mohave,AZ,,1053342220.0
469,RAYMOND,SCOTT,COMMUNITY HEALTH ALLIANCE,Matched (Fuzzy),"ADVANCE COMMUNITY HEALTH, INC",89,,medical group,,,,1982376315.0,1851897664.0
470,MATTHEW,GORDON,CARSON TAHOE PHYSICIAN CLINICS,Matched (Fuzzy),"CLINCH VALLEY PHYSICIANS ASSOCIATES, LLC",73,,medical group,,,,1265591382.0,1013297423.0
471,ADOLFO,ANCHONDO,EL PASO PULMONARY ASSOCIATION,Matched (Fuzzy),"PULMONARY ASSOCIATES, PA",88,,medical group,,,,1063410777.0,1568464550.0
472,MATTHEW,GORDON,CARSON TAHOE PHYSICIAN CLINICS,Matched (Fuzzy),"CLINCH VALLEY PHYSICIANS ASSOCIATES, LLC",73,,medical group,,,,1265591382.0,1013297423.0
473,ASHLEY,ARMBRUSTER,ASCENSION MEDICAL GROUP PROMED,Matched (Fuzzy),ASCENSION MEDICAL GROUP SACRED HEART,82,,medical group,,,,1053762211.0,1013926997.0
474,RENE,PULIDO,EMED URGENT AND PRIMARY CARE INC,Matched (Fuzzy),GW PRIMARY AND URGENT CARE LLC,89,,medical group,,,,1033357553.0,1912219064.0
475,AMARDEEP,MAJHAIL,HEALTHCOSMOS MEDICAL GROUP LLC,Matched (Fuzzy),HEALTH ONE MEDICAL GROUP LLC,83,,medical group,,,,1043325483.0,1568131365.0
476,RAHUL,SHARMA,JOSEPH A CAPLAN MD PC,Matched (Fuzzy),JOSEPH G ABDO MD PC,75,,medical group,,,,1063675288.0,1649389156.0
477,MONTY,MORALES,"RIOS ARIZONA IPA, PC",Not Matched,,0,,,,,,1043298656.0,1285302349.0
478,QUANG,NGUYEN,QUANG NGUYEN DO PLLC,Matched (Fuzzy),"Thang P. Nguyen, MD",76,1992729933.0,CompanyName,,Los Angeles,CA,1063778769.0,1558615716.0
479,MATTHEW,GORDON,CARSON TAHOE PHYSICIAN CLINICS,Matched (Fuzzy),"CLINCH VALLEY PHYSICIANS ASSOCIATES, LLC",73,,medical group,,,,1265591382.0,1013297423.0
480,AMARDEEP,MAJHAIL,HEALTHCOSMOS MEDICAL GROUP LLC,Matched (Fuzzy),HEALTH ONE MEDICAL GROUP LLC,83,,medical group,,,,1043325483.0,1568131365.0
481,BASEL,SHOUA,ARIZONA ONCOLOGY ASSOCIATES PC,Matched (Fuzzy),"BRANDON GYNECOLOGY ASSOCIATES, P.A.",73,,medical group,,,,1003260662.0,1417345919.0
482,CAESAR,ZUNIGA,"BHS PHYSICIANS NETWORK, INC",Matched (Exact),"BHS PHYSICIANS NETWORK, INC.",100,,medical group,,,,1063473254.0,1619554433.0
483,JAY,MAHAJAN,CAREMORE HEALTH PLAN OF NEVADA,Not Matched,,0,,,,,,1053632992.0,1770950255.0
484,RENE,PULIDO,EMED URGENT AND PRIMARY CARE INC,Matched (Fuzzy),GW PRIMARY AND URGENT CARE LLC,89,,medical group,,,,1033357553.0,1912219064.0
485,ANGELO,KANELLOS,UROLOGY NEVADA LTD,Matched (Exact),UROLOGY NEVADA LTD,100,,medical group,,,,1013008135.0,1316162795.0
486,KATHRYN,BATES,CARONDELET MEDICAL GROUP,Matched (Fuzzy),CLARET MEDICAL GROUP,86,,medical group,,,,1962557470.0,1659696821.0
487,DIMITRIOS,DIAMANDIDIS,THE ONCOLOGY INSTITUTE OF HOPE AND INNOVATION,Not Matched,,0,,,,,,1063457737.0,1285472886.0
488,GINA,BATES,BATES FAMILY PRACTICE PLLC,Matched (Fuzzy),AMA FAMILY PRACTICE PLLC,88,,medical group,,,,1568827491.0,1336734946.0
489,MARK,WALSH,"RASW, PC",Not Matched,,0,,,,,,1083316640.0,1407916992.0
490,TODD,HERMAN,"CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION, LLC",Matched (Exact),"CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION, LLC",100,,medical group,,,,1063788875.0,1487900817.0
491,CHRISTOPHER,HOLLEY,"DUKE HEALTH INTEGRATED PRACTICE, INC.",Matched (Exact),"DUKE HEALTH INTEGRATED PRACTICE, INC.",100,,medical group,,,,1033246764.0,1659085777.0
492,ELIZABETH,VIDALES,ARIZONA HEALTH ADVANTAGE INC.,Matched (Fuzzy),"ADVANTAGE HOME CARE, INC.",75,,medical group,,,,1053883371.0,1982979555.0
493,AMARDEEP,MAJHAIL,HEALTHCOSMOS MEDICAL GROUP LLC,Matched (Fuzzy),HEALTH ONE MEDICAL GROUP LLC,83,,medical group,,,,1043325483.0,1568131365.0
494,CHRISTINE,FUNKE,SOUTHWESTERN EYE CENTER LTD,Matched (Fuzzy),Southwest Health Center,80,1750305629.0,Primary Hospital Affiliation,Lucas,Platteville,WI,1063703734.0,1932140894.0
495,MICHAEL,DEPENBUSCH,,No Practice Name,,0,,,,,,1003897794.0,
496,TERESA,COLUNGA,"MARIPOSA COMMUNITY HEALTH CENTER, INC",Matched (Fuzzy),"UMPQUA COMMUNITY HEALTH CENTER, INC",89,,medical group,,,,1023359429.0,1427779305.0
497,PROVIDER_FIRST_NAME,PROVIDER_LAST_NAME,Practice Name,Matched (Fuzzy),LE FAMILY PRACTICE,77,,medical group,,,,,
498,NANDITHA,KONGARA,,No Practice Name,,0,,,,,,1144397985.0,
499,YTHANH,NGUYEN,,No Practice Name,,0,,,,,,1255391181.0,
500,DONALD,HERMENS,,No Practice Name,,0,,,,,,1962475442.0,
501,CRISTIANA,GOLU,,No Practice Name,,0,,,,,,1083684997.0,
502,MITCHELL,EMEAHU,,No Practice Name,,0,,,,,,1053905901.0,
503,KAMRAN,KALPARI,,No Practice Name,,0,,,,,,1053336974.0,
504,SAMAN,ABOUDI,,No Practice Name,,0,,,,,,1831112820.0,
505,JOSEPH,FLORES,,No Practice Name,,0,,,,,,1790035947.0,
506,LEONARD,JURKOWSKI,,No Practice Name,,0,,,,,,1093758757.0,
507,GERALD,MORRIS,,No Practice Name,,0,,,,,,1871559864.0,
508,JACOB,BRAUNSTEIN,,No Practice Name,,0,,,,,,1235512930.0,
509,JOANNA,RUTHENBERG,,No Practice Name,,0,,,,,,1669481214.0,
510,LILY,PHILLIPS,,No Practice Name,,0,,,,,,1700424538.0,
511,BRIAN,WEBB,,No Practice Name,,0,,,,,,1053371468.0,
512,CHAD,VENNE,,No Practice Name,,0,,,,,,1467720094.0,
513,STEVEN,ABELOWITZ,,No Practice Name,,0,,,,,,1225162464.0,
514,THOMAS,LONG,,No Practice Name,,0,,,,,,1205125325.0,
515,MANIJEH,GHASEMI VARNAMKHASTI,,No Practice Name,,0,,,,,,,
516,JIM,TRAN,,No Practice Name,,0,,,,,,1194447714.0,
517,DAMON,RASKIN,,No Practice Name,,0,,,,,,1528254133.0,
518,SAMI,HAYEK,,No Practice Name,,0,,,,,,1992024483.0,
519,LINDSAY,KISS,,No Practice Name,,0,,,,,,1811587066.0,
520,SHABBIR,SHAKIR,,No Practice Name,,0,,,,,,1891896023.0,
521,ANDREW,WASSEF,,No Practice Name,,0,,,,,,1982848099.0,
522,PINGCHING,KWAN,,No Practice Name,,0,,,,,,1174757553.0,
523,CATARINA,FLEURY,,No Practice Name,,0,,,,,,1366059669.0,
524,,,,No Practice Name,,0,,,,,,,
525,AMANDA,TUEL,,No Practice Name,,0,,,,,,1326411414.0,
526,MICHAEL,OEFELEIN,,No Practice Name,,0,,,,,,1598873184.0,
527,KHALDOUN,DEBIAN,,No Practice Name,,0,,,,,,1932168796.0,
528,CRAIG,STAUFFER,,No Practice Name,,0,,,,,,1689932709.0,
529,WILLIS,WAGNER,,No Practice Name,,0,,,,,,1003836248.0,
530,ERICK,GREEN,,No Practice Name,,0,,,,,,1659544971.0,
531,NAHLA,SALEM,,No Practice Name,,0,,,,,,1437368511.0,
532,SONIA,RUTTEN,,No Practice Name,,0,,,,,,1639706849.0,
533,EVAN,GILL,,No Practice Name,,0,,,,,,1710419064.0,
534,CARSTEN,ZIEGER,,No Practice Name,,0,,,,,,1215971312.0,
535,IRIS,VALERIO NAVARRO,,No Practice Name,,0,,,,,,,
536,TODD,BRANER,,No Practice Name,,0,,,,,,1932182193.0,
537,RABAB,HAJAR,,No Practice Name,,0,,,,,,1003103805.0,
538,,,,No Practice Name,,0,,,,,,,
539,SHAHAB,MOSTAFANIA,,No Practice Name,,0,,,,,,1780643528.0,
540,FREDDY,SOTELO,,No Practice Name,,0,,,,,,1649479577.0,
541,JOSEFINA,GUERRERO,,No Practice Name,,0,,,,,,1023894789.0,
542,SRISAWAI,PATTAMAKOM,,No Practice Name,,0,,,,,,1114031648.0,
543,SHAHIN,LAGHAEE,,No Practice Name,,0,,,,,,1487611026.0,
544,PETER,HAHN,,No Practice Name,,0,,,,,,1952742744.0,
545,WADE,LICUP,,No Practice Name,,0,,,,,,1881157998.0,
546,NINA,RABIN,,No Practice Name,,0,,,,,,1992899512.0,
547,CAROLYN,HERRERA,,No Practice Name,,0,,,,,,1093111718.0,
548,,,,No Practice Name,,0,,,,,,,
549,THOMAS,PEATMAN,,No Practice Name,,0,,,,,,1427041938.0,
550,PATRICIA,JAMES,,No Practice Name,,0,,,,,,1639444243.0,
551,PARMJIT,SINGH,,No Practice Name,,0,,,,,,1619043387.0,
552,FARID,KIA,,No Practice Name,,0,,,,,,1902053663.0,
553,JORDAN,SIEGEL,,No Practice Name,,0,,,,,,1558848788.0,
554,,,,No Practice Name,,0,,,,,,,
555,AMY,PRITCHARD,,No Practice Name,,0,,,,,,1972628659.0,
556,CYRUS,LAVIAN,,No Practice Name,,0,,,,,,1548283526.0,
557,MICHAEL,VARON,,No Practice Name,,0,,,,,,1386662641.0,
558,KELLY,KATZBERG,,No Practice Name,,0,,,,,,1205018231.0,
559,PETER,CHIANG,,No Practice Name,,0,,,,,,1043531049.0,
560,PEYMAN,BANOONI,,No Practice Name,,0,,,,,,1811002777.0,
561,GORDON,VAN TASSELL,,No Practice Name,,0,,,,,,1104864024.0,
562,,,,No Practice Name,,0,,,,,,,
563,ALEXANDER,RIVERA,,No Practice Name,,0,,,,,,1922403559.0,
564,JINAH,CHOI,,No Practice Name,,0,,,,,,1730490657.0,
565,TARAS,LITVIN,,No Practice Name,,0,,,,,,1982833273.0,
566,ZANITA,KASSAM,,No Practice Name,,0,,,,,,1225340243.0,
567,ALI,BAGHERI,,No Practice Name,,0,,,,,,1760632947.0,
568,MERJA,CLEGG,,No Practice Name,,0,,,,,,1538320767.0,
569,JOSEPH,PACHOREK,,No Practice Name,,0,,,,,,1881622843.0,
570,SCOTT,KRISHEL,,No Practice Name,,0,,,,,,1194837138.0,
571,JEFFREY,ZEITUNG,,No Practice Name,,0,,,,,,1366416851.0,
572,DANILO,MERCADO JR,,No Practice Name,,0,,,,,,,
573,RICHARD,KAHMANN,,No Practice Name,,0,,,,,,1700802105.0,
574,,,,No Practice Name,,0,,,,,,,
575,GEORGE,DELGADO,,No Practice Name,,0,,,,,,1093818197.0,
576,MAANVI,MITTAL,,No Practice Name,,0,,,,,,1427510338.0,
577,GILBERT,DOMINGUEZ,,No Practice Name,,0,,,,,,1275601478.0,
578,ARMIN,BAREKATAIN,,No Practice Name,,0,,,,,,1982950572.0,
579,RACHEL,WATSON,,No Practice Name,,0,,,,,,1548896301.0,
580,ROSANNE,KAY,,No Practice Name,,0,,,,,,1346332293.0,
581,VIDA,KHALIKI,,No Practice Name,,0,,,,,,1619526373.0,
582,MARISSA,TORRIGIANI,,No Practice Name,,0,,,,,,1598357899.0,
583,OFELIA,NARVASA,,No Practice Name,,0,,,,,,1558404558.0,
584,JENNIFER,CHRONIS,,No Practice Name,,0,,,,,,1598297954.0,
585,ELI,GROPPO,,No Practice Name,,0,,,,,,1245402338.0,
586,PEIMAN,BERDJIS,,No Practice Name,,0,,,,,,1326150590.0,
587,KENNETH,AKIZUKI,,No Practice Name,,0,,,,,,1073569703.0,
588,JOHN,ERICKSON,,No Practice Name,,0,,,,,,1194438374.0,
589,ALEXANDRA,VAUGHAN,,No Practice Name,,0,,,,,,1730727280.0,
590,ANNIE,KUPELIAN,,No Practice Name,,0,,,,,,1578669370.0,
591,RYAN,NELKIN,,No Practice Name,,0,,,,,,1760697247.0,
592,STEFANIE,MOONEY,,No Practice Name,,0,,,,,,1578109328.0,
593,MICHAEL,JORDAN,,No Practice Name,,0,,,,,,1437441664.0,
594,WALI,DANESH,,No Practice Name,,0,,,,,,1598789463.0,
595,ALI,AMIRZADEH,,No Practice Name,,0,,,,,,1083748685.0,
596,CAMRAN,NEZHAT,,No Practice Name,,0,,,,,,1306902762.0,
597,THOMAS,GOLDEN,,No Practice Name,,0,,,,,,1770641748.0,
598,BABAK,ABRISHAMI,,No Practice Name,,0,,,,,,1972553576.0,
599,ALAN,FRISCHER,,No Practice Name,,0,,,,,,1982701454.0,
600,CATHERINE,KIM,,No Practice Name,,0,,,,,,1790167757.0,
601,ANTONIO,VISCARRA,,No Practice Name,,0,,,,,,1760642540.0,
602,ESTHER,KIM,,No Practice Name,,0,,,,,,1912556481.0,
603,BRIAN,DICKEY,,No Practice Name,,0,,,,,,1831726892.0,
604,,,,No Practice Name,,0,,,,,,,
605,MARCO,GONZALEZ,,No Practice Name,,0,,,,,,1689290512.0,
606,TYSEN,NORTON,,No Practice Name,,0,,,,,,1275869497.0,
607,JASON,ROTHBART,,No Practice Name,,0,,,,,,1316944200.0,
608,JAMES,GAY,,No Practice Name,,0,,,,,,1992823272.0,
609,THOMAS,LAGRELIUS,,No Practice Name,,0,,,,,,1386690915.0,
610,ROCCO,CALDERONE,,No Practice Name,,0,,,,,,1154316099.0,
611,JESSICA,DONG,,No Practice Name,,0,,,,,,1598599896.0,
612,SUSAN,SHIMOMAYE,,No Practice Name,,0,,,,,,1801828058.0,
613,WENDY,BUCHI,,No Practice Name,,0,,,,,,1356389688.0,
614,JONATHAN,CALDWELL,,No Practice Name,,0,,,,,,1073112652.0,
615,MASARU,OSHITA,,No Practice Name,,0,,,,,,1205035029.0,
616,ALBERTO,BESSUDO,,No Practice Name,,0,,,,,,1003888074.0,
617,GAY,WALKER,,No Practice Name,,0,,,,,,1528058294.0,
618,,,,No Practice Name,,0,,,,,,,
619,ALEXIS,CARDELLINI,,No Practice Name,,0,,,,,,1922242858.0,
620,BRYAN,BISANZ,,No Practice Name,,0,,,,,,1851898571.0,
621,ANDREA,ROBERSON,,No Practice Name,,0,,,,,,1629546072.0,
622,ANNE,AMER,,No Practice Name,,0,,,,,,1194979377.0,
623,NATHAN,KISKILA,,No Practice Name,,0,,,,,,1235265844.0,
624,SCHEREZADE,EGAN,,No Practice Name,,0,,,,,,1528666740.0,
625,ZAID,NOMAN,,No Practice Name,,0,,,,,,1306028907.0,
626,ALIREZA,RABOUBI,,No Practice Name,,0,,,,,,1821201013.0,
627,CYNTHIA,BISHARA,,No Practice Name,,0,,,,,,1093219578.0,
628,,,,No Practice Name,,0,,,,,,,
629,BEAU,KALMES,,No Practice Name,,0,,,,,,1083062475.0,
630,SANDRA,BOSMAN,,No Practice Name,,0,,,,,,1669650164.0,
631,MARTIN,WAREHAM,,No Practice Name,,0,,,,,,1912914359.0,
632,HALEIGH,KOTTER,,No Practice Name,,0,,,,,,1184967861.0,
633,BECKY,WADE,,No Practice Name,,0,,,,,,1205616877.0,
634,KEITH,STAMLER,,No Practice Name,,0,,,,,,1578509568.0,
635,RAJEEV,GULATI,,No Practice Name,,0,,,,,,1376579664.0,
636,MARY,BOS,,No Practice Name,,0,,,,,,1780768879.0,
637,PATRICIA,GUEVARA CHANNELL,,No Practice Name,,0,,,,,,,
638,MICHELLE,LIM,,No Practice Name,,0,,,,,,1013326453.0,
639,MINDY,GOLDMAN,,No Practice Name,,0,,,,,,1174565451.0,
640,GLORIA,LU,,No Practice Name,,0,,,,,,1932589108.0,
641,BRIAN,WEEKS,,No Practice Name,,0,,,,,,1629058136.0,
642,THOMAS,MILLER,,No Practice Name,,0,,,,,,1902105364.0,
643,KYLE,SMART,,No Practice Name,,0,,,,,,1396561692.0,
644,AZHIL,DURAIRAJ,,No Practice Name,,0,,,,,,1609826973.0,
645,,,,No Practice Name,,0,,,,,,,
646,RUQAYA,FATIMA,,No Practice Name,,0,,,,,,1013127554.0,
647,DAVID,LOYA,,No Practice Name,,0,,,,,,1194794388.0,
648,MOLLY,HEUBLEIN,,No Practice Name,,0,,,,,,1720211279.0,
649,RICHARD,GREGORY,,No Practice Name,,0,,,,,,1356382626.0,
650,BUKKAMBUDHI,CHANDRAMOULI,,No Practice Name,,0,,,,,,,
651,SHARDA,BHASIN,,No Practice Name,,0,,,,,,1871517763.0,
652,PHILIP,BUTLER,,No Practice Name,,0,,,,,,1245514538.0,
653,YONG,LIU,,No Practice Name,,0,,,,,,1497120638.0,
654,,,,No Practice Name,,0,,,,,,,
655,BABEK,ADILI-KHAMS,,No Practice Name,,0,,,,,,1588676811.0,
656,FARAH,QUYYUMI,,No Practice Name,,0,,,,,,1801153747.0,
657,,,,No Practice Name,,0,,,,,,,
658,JUDY,MIRAMONTES,,No Practice Name,,0,,,,,,1326677386.0,
659,HARRY,JAMESON JR,,No Practice Name,,0,,,,,,,
660,ABEL,RAMOS,,No Practice Name,,0,,,,,,1891137253.0,
661,JEFFREY,DECKEY,,No Practice Name,,0,,,,,,1124015235.0,
662,EDWARD,LIN,,No Practice Name,,0,,,,,,1427137892.0,
663,HILLARY,MORISSET,,No Practice Name,,0,,,,,,1972093938.0,
664,MEHRAN,KHORSANDI,,No Practice Name,,0,,,,,,1558340034.0,
665,ERIN,DURALDE,,No Practice Name,,0,,,,,,1134613862.0,
666,DONALD,ROSE,,No Practice Name,,0,,,,,,1366677353.0,
667,DAVID,SCATES,,No Practice Name,,0,,,,,,1477521235.0,
668,AHAD,SHIRAZ,,No Practice Name,,0,,,,,,1356683932.0,
669,DAVID,KALMANSON,,No Practice Name,,0,,,,,,1114963543.0,
670,MEHRDAD,VOSOGHI,,No Practice Name,,0,,,,,,1467499350.0,
671,GURINDER,WADHWA,,No Practice Name,,0,,,,,,1437161346.0,
672,TANAZ,KAHEN,,No Practice Name,,0,,,,,,1679542898.0,
673,MARY,HANNON,,No Practice Name,,0,,,,,,1699753277.0,
674,KIRSTEN,HORNBEAK,,No Practice Name,,0,,,,,,1205214442.0,
675,ARDALAN,BABAKNIA,,No Practice Name,,0,,,,,,1366527491.0,
676,PANY,ROBINSON,,No Practice Name,,0,,,,,,1730344235.0,
677,MARK,REGINATO,,No Practice Name,,0,,,,,,1194884502.0,
678,ELIZABETH,IBARRA,,No Practice Name,,0,,,,,,1740726850.0,
679,BRUCE,KAHN,,No Practice Name,,0,,,,,,1558415752.0,
680,KUSUM,SINHA,,No Practice Name,,0,,,,,,1770865271.0,
681,CHRISTOPHER,VUONG,,No Practice Name,,0,,,,,,1750726774.0,
682,VICTORIA,SORLIE-AGUILAR,,No Practice Name,,0,,,,,,1366457772.0,
683,,,,No Practice Name,,0,,,,,,,
684,YONATAN,MAHLLER,,No Practice Name,,0,,,,,,1396977930.0,
685,,,,No Practice Name,,0,,,,,,,
686,TANYANIKA,PHILLIPS,,No Practice Name,,0,,,,,,1003952151.0,
687,ELIZABETH,SPEARS,,No Practice Name,,0,,,,,,1447893672.0,
688,SUSAN,MCKIM,,No Practice Name,,0,,,,,,1003817578.0,
689,FREDERICK,FRUMIN,,No Practice Name,,0,,,,,,1417066416.0,
690,MELISSA,BLAKE,,No Practice Name,,0,,,,,,1548507882.0,
691,SAMMY,EGHBALIEH,,No Practice Name,,0,,,,,,1275794224.0,
692,ANGIE,TRIAS SANCHEZ,,No Practice Name,,0,,,,,,1881170199.0,
693,GLORIA,BROUGH,,No Practice Name,,0,,,,,,,
694,ANDRE,ISHAK,,No Practice Name,,0,,,,,,1639135445.0,
695,CYNTHIA,WONG,,No Practice Name,,0,,,,,,1770956146.0,
696,CHARLES,SMOOT,,No Practice Name,,0,,,,,,1255639803.0,
697,ANDREH,CARAPIET,,No Practice Name,,0,,,,,,1649520909.0,
